Company Name;Nome;Código CVM;CNPJ;Segmento;Tickers
CENTRAL EOLICA SAO JORGE S.A.;SAOJORGE;903344;9571485000148;Não Classificados;N/A
CENTRAL EOLICA TAMANDUA MIRIM S/A;EOLICATAMAND;903526;14571068000135;Não Classificados;N/A
CENTRAL EOLICA TEIU S.A.;EOLICATEIU;908467;14570839000170;Não Classificados;N/A
CENTRAL EÓLICA TERRA SANTA SPE I S.A.;E TERRASANTA;913053;24895239000135;Não Classificados;N/A
CENTRAL EÓLICA TERRA SANTA SPE II S.A.;TERRASANTAII;913079;24894829000143;Não Classificados;N/A
CENTRAL FOT. BOA SORTE 18 SPE LTDA.;CENTRAL FOT;900350;47852563000171;Não Classificados;N/A
CENTRAL FOT. BOA SORTE 23 SPE LTDA. ;CEN BOA SOR;900356;47856443000142;Não Classificados;N/A
CENTRAL FOT. CENT SORTE 22 SPE LTDA.;CENT CENT;900355;47853438000186;Não Classificados;N/A
CENTRAL FOTOVOLTAICA B S 19 SPE LTDA;CENTRAL FOTO;900351;47853413000182;Não Classificados;N/A
CENTRAL FOTOVOLTAICA B S 20 SPE LTDA;FOTOV;900352;47852431000140;Não Classificados;N/A
CENTRAL FOTOVOLTAICA B S 21 SPE LTDA;CENTRAL BS21;900353;47852265000181;Não Classificados;N/A
CENTRAL FOTOVOLTAICA SAO PEDRO II S/A;FOTOVOLT S P;912121;24068977000109;Não Classificados;N/A
CENTRAL FOTOVOLTAICA SAO PEDRO IV S/A;FOTOVOLTSPIV;912139;24069089000100;Não Classificados;N/A
CENTRAL GERADORA EOLICA COLONIA S.A.;COLONIA;902866;11476958000170;Não Classificados;N/A
CENTRAL GERADORA EOLICA ICARAI I S.A.;ICARAII;903047;11476987000131;Não Classificados;N/A
CENTRAL GERADORA EOLICA ICARAI II S.A.;ICARAIII;903054;11477001000148;Não Classificados;N/A
CENTRAL GERADORA EOLICA TAIBA AGUIA S.A.;TAIBAAGUIA;902718;11477009000104;Não Classificados;N/A
CENTRAL GERADORA EOLICA TAIBA ANDORINHA S.A.;EOLICATAIBA;902726;11477020000174;Não Classificados;N/A
CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S.A.;CHPALTOCANTI;904227;23485534000150;Não Classificados;N/A
CENTRAL HIDRELETRICA SUCURI S.A.;CHSUCURI;908343;23509244000108;Não Classificados;N/A
CENTRO METROPOLITANO DE COSMETICOS LTDA;CMCOSMETICOS;900238;54801535000190;Não Classificados;N/A
CENTRO PAULISTA DE ONCOLOGIA S.A;CENTROPAULIS;916304;52164662000109;Não Classificados;N/A
CENTRO SUL CONCESSOES S.A.;CENTRO SUL C;900439;50747046000147;Não Classificados;N/A
CEOS ADMINISTRADORA DE BENS S.A.;CEOSADM;901728;23698040000154;Não Classificados;N/A
CER - COMPANHIA DE ENERGIAS RENOVAVEIS;CERENERGIAS;901629;15721727000135;Não Classificados;N/A
CERAN - COMPANHIA ENERGETICA RIO DAS  ANTAS;CERAN;901744;4237975000199;Não Classificados;N/A
CERRADINHO ACUCAR ETANOL E ENERGIA S.A.;CERRADINHOEN;908848;47062997000178;Não Classificados;N/A
CERRADINHO BIOENERGIA S.A.;CERRADINHO;26522;8322396000103;Não Classificados;N/A
CESP - CIA ENERGETICA DE SAO PAULO;CESP;2577;60933603000178;Não Classificados;N/A
CETREL S/A;CETREL;902452;14414973000181;Não Classificados;N/A
CGD EMPREENDIMENTOS S.A.;CGD EMPREEND;911495;5368250000100;Não Classificados;N/A
CHAPADA DO PIAUI  I  HOLDING S.A.;CHAPADAI;901835;20512213000100;Não Classificados;N/A
CHB-COMPANHIA HIPOTECARIA BRASILEIRA;CHBCH;901827;10694628000198;Não Classificados;N/A
CHEMBRO QUIMICA S/A;CHEMBRO QUIM;917675;3264294000157;Não Classificados;N/A
CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.;CHIMARRAOENE;911362;32398119000150;Não Classificados;N/A
CHINA CONSTRUCTION BANK (BRASIL) BCO MULTIPLO S.A.;CCBBM;909788;7450604000189;Bancos;N/A
CHINA THREE GORGES BRASIL ENERGIA S.A.;CHINA THREE;27103;19014221000147;Não Classificado;N/A
CHLORUM BRASIL HOLDING LTDA;CHLORUMBR;900469;20034081000158;Não Classificados;N/A
CI 004 EMPREENDIMENTOS IMOBILIARIOS LTDA;CI 004 EMPR;912543;33951663000140;Não Classificados;N/A
CIA AGROPECUARIA DO ARAME;AGROP ARAME;502480;8982878000181;Carga Inicial;N/A
CIA BRASILEIRA DE DISTRIBUICAO;P.ACUCAR-CBD;14826;47508411000156;Alimentos;PCAR3
CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;CASAN;16861;82508433000117;Água e Saneamento;CASN3, CASN4
CIA CELG DE PARTICIPACOES - CELGPAR;CELGPAR;21393;8560444000193;Energia Elétrica;GPAR3
CIA DE FIACAO E TECIDOS SANTO ANTONIO;FIAC S ANTON;514217;25582727000155;Não Classificados;N/A
CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;CEG;16616;33938119000169;Gás;CEGR3
CIA ELETRICIDADE EST. DA BAHIA - COELBA;COELBA;14524;15139629000194;Energia Elétrica;CEEB3, CEEB5, CEEB6
CIA ENERGETICA DE BRASILIA;CEB;14451;70698000111;Energia Elétrica;CEBR3, CEBR5, CEBR6
CIA ENERGETICA DE MINAS GERAIS - CEMIG;CEMIG;2453;17155730000164;Energia Elétrica;CMIG3, CMIG4
CIA ENERGETICA DE PERNAMBUCO - CELPE;CELPE;14362;10835932000108;Energia Elétrica;N/A
CIA ENERGETICA DO CEARA - COELCE;COELCE;14869;7047251000170;Energia Elétrica;COCE3, COCE5, COCE6
CIA ENERGETICA DO RIO GDE NORTE - COSERN;COSERN;18139;8324196000181;Energia Elétrica;N/A
CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;CEEE-D;20648;8467115000100;Energia Elétrica;CEED3, CEED4
CIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA-CEEE-G;CEEE-G;27154;39881421000104;Energia Elétrica;N/A
CIA FERRO LIGAS DA BAHIA - FERBASA;FERBASA;3069;15141799000103;Siderurgia;FESA3, FESA4
CIA FIACAO TECIDOS CEDRO CACHOEIRA;CEDRO;3077;17245234000100;Fios e Tecidos;CEDO3, CEDO4
CIA GAS DE SAO PAULO - COMGAS;COMGAS;15636;61856571000117;Gás;CGAS3, CGAS5, CGAS-DEB43
CIA GERAÇÃO E TRANSMISSÃO DE ENERG ELETR SUL DO BR;CGTELETROSUL;913590;2016507000169;Não Classificados;N/A
CIA HABITASUL DE PARTICIPACOES;HABITASUL;3298;87762563000103;Exploração de Imóveis;HBTS3, HBTS5, HBTS6
CIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF;CHESF;3328;33541368000116;Não Classificados;N/A
CIA INDUSTRIAL CATAGUASES;IND CATAGUAS;3395;19526748000150;Fios e Tecidos;CATA3, CATA4
CIA LOCAÇÃO DAS AMÉRICAS;LOCAMERICA;22691;10215988000160;Aluguel de carros;N/A
CIA MELHORAMENTOS DE SAO PAULO;MELHOR SP;3654;60730348000166;Papel e Celulose;MSPA3, MSPA4
CIA PARANAENSE DE ENERGIA - COPEL;COPEL;14311;76483817000120;Energia Elétrica;CPLE3, CPLE5, CPLE6
CIA PARTICIPACOES ALIANCA DA BAHIA;PAR AL BAHIA;18708;1938783000111;Exploração de Imóveis;PEAB3, PEAB4
CIA PAULISTA DE FORCA E LUZ;PAUL F LUZ;3824;33050196000188;Energia Elétrica;N/A
CIA PIRATININGA DE FORCA E LUZ;CPFL PIRATIN;19275;4172213000151;Energia Elétrica;N/A
CIA RIOGRANDENSE DE SANEAMENTO;CORSAN;16748;92802784000190;Não Classificados;N/A
CIA SANEAMENTO BASICO EST SAO PAULO;SABESP;14443;43776517000180;Água e Saneamento;SBSP3
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;COPASA;19445;17281106000103;Água e Saneamento;CSMG3
CIA SANEAMENTO DO PARANA - SANEPAR;SANEPAR;18627;76484013000145;Água e Saneamento;SAPR3, SAPR4, SAPR11
CIA SEC DE CRÉDITOS FINANCEIROS VERT-LEVE CAPITAL;VERT-LEVECAP;913632;36699688000197;Não Classificados;N/A
CIA SEC DE CRÉDITOS FINANCEIROS VOLCANO II;VOLCANO II;916569;39615622000160;Não Classificados;N/A
CIA SECURIT. DE CRÉDITOS FINA. CARTOES CONSIG. II;CIASECURIT;26107;35522178000187;Securitizadoras de Recebíveis;N/A
CIA SECURITIZ. DE CRÉDITOS FINANCEIROS VERT PROVI;VERT PROVI;913442;34469625000119;Não Classificados;N/A
CIA SECURITIZADORA CRÉD. FINANC. CONSIGNADOS BMG;CIA SEC BMG;24147;27137879000174;Não Classificados;N/A
CIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT 2;CIASECVERT 2;912485;34354458000160;Não Classificados;N/A
CIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT 5;CIA VERT5;917625;37368315000104;Não Classificados;N/A
CIA SIDERURGICA NACIONAL;SID NACIONAL;4030;33042730000104;Siderurgia;CSNA3
CIA TECIDOS NORTE DE MINAS COTEMINAS;COTEMINAS;3158;22677520000176;Fios e Tecidos;CTNM3, CTNM4
CIA TECIDOS SANTANENSE;SANTANENSE;4081;21255567000189;Fios e Tecidos;CTSA3, CTSA4
CIARAMA MÁQUINAS LTDA;CIARAMA;900388;4410878000156;Não Classificados;N/A
CIBE ENERGIA E PARTICIPACOES S. A.;CIBE;901843;9376471000173;Não Classificados;N/A
CIBRAFERTIL CIA BRASILEIRA DE FERTILIZANTES;CIBRAFERTILI;917453;117842000128;Não Classificados;N/A
CICLUS AMBIENTAL RIO S.A.;CICLUS AMBIE;26921;10319900000150;Água e Saneamento;N/A
CID MOTA I ENERGIA RENOVÁVEL S.A;CID MOTA;900186;46059743000138;Não Classificados;N/A
CIDADANIA PARTICIPACOES S.A.;CIDADANIA;901611;23643683000109;Não Classificados;N/A
CIDADE MARAVILHOSA IND. E COM. DE ROUPAS S.A.;CIDADE MARAV;915579;9611669000194;Não Classificados;N/A
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;CIELO;21733;1027058000191;Serviços Financeiros Diversos;N/A
CIFRA S/A CREDITO FINANCIAMENTO E INVESTIMENTO;CIFRACFI;902353;8030215000167;Não Classificados;N/A
CIMAR - CIMENTOS DO MARANHAO S.A.;CIMAR;901850;15129010000107;Não Classificados;N/A
CIMED & CO. S.A;CIMED;900121;16619378000108;Não Classificados;N/A
CIMED INDUSTRIA S.A.;CIMED INDUST;912345;2814497000107;Não Classificados;N/A
CINEL ALIMENTOS COM IMP EXP SA;CINEL;901868;12105844000186;Não Classificados;N/A
CIPASA DESENVOLVIMENTO URBANO S/A;CIPASA;901876;5262743000153;Não Classificados;N/A
CIRANDA I HOLDING 2 S.A.;CIRANDA I HO;917495;41862766000162;Não Classificados;N/A
CIRANDA I HOLDING S.A.;CIRANDAIHO;917525;40689707000171;Não Classificados;N/A
CIRANDA II HOLDING 2 S.A.;CIRANDA II;916957;41643306000143;Não Classificados;N/A
CIRANDA II HOLDING S.A.;CIRANDAIIHOL;915462;40689824000135;Não Classificados;N/A
CL RJ 012 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;CLRJ012 EMPR;916791;43978542000146;Não Classificados;N/A
CL&AM CAPITAL FOR TECHNOLOGY AND IOT DO BRASIL S.A;CLAM CAPITAL;917477;40146898000125;Não Classificados;N/A
CLARINDO PARTICIPACOES E INVESTIMENTOS S/A;CLARINDOPART;901942;27411676000124;Não Classificados;N/A
CLARO S.A.;CLAROSA;909754;40432544000147;Não Classificados;N/A
CLEAR SALE S.A.;CLEARSALE;26093;3802115000198;Serviços Financeiros Diversos;CLSA3
CLI SUL S.A.;CLI SUL S.A.;27243;43514079000181;Transporte Hidroviário;N/A
CLINICA DELFIN GONZALEZ MIRANDA S.A.;CLINICADELFI;902593;16047490000111;Não Classificados;N/A
CLINICAS BRASIL HOLDING SA;CLINICAS BRA;917631;23670693000125;Não Classificados;N/A
CLIQUE RETIRE TECNOLOGIA E LOGISTICA S.A.;CLIQUERETIRE;917195;27609855000170;Não Classificados;N/A
CM HOSPITALAR S.A.;VIVEO;25682;12420164000157;Medicamentos e Outros Produtos;VVEO3
COASUL COOPERATIVA AGROINDUSTRIAL;COASUL COOP;900315;79863569000130;Não Classificados;N/A
COBAP COMERCIO E B DE A DE PAPEL S/A;COBAP;900337;7329386000129;Não Classificados;N/A
COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL S.A;COCAL;900088;44373108000103;Não Classificados;N/A
COCAL PARTICIPACOES S.A.;COCAL PARTIC;900380;50527638000153;Não Classificados;N/A
COCARI - COOPERATIVA AGROPECUARIA E INDUSTRIAL.;COCARI;900377;78956968000183;Não Classificados;N/A
CODEME  ENGENHARIA S/A;CODEME;902106;16521601000180;Não Classificados;N/A
COGNA EDUCAÇÃO S.A.;COGNA ON;17973;2800026000140;Serviços Educacionais;COGN3
COLEGIO VIMASA S.A;VIMASA;909150;19213316000190;Não Classificados;N/A
COLINAS TRANSMISSORA DE ENERGIA ELÉTRICA S/A;COLINAS ENER;913210;31326856000185;Não Classificados;N/A
COLOMBO AGROINDÚSTRIA S/A;COLOMBO AGRO;915223;44330975000153;Não Classificados;N/A
COLORADO ENERGIA RENOVÁVEL S.A.;COLORADO S.A.;900185;46633720000195;Não Classificados;N/A
COLUMBIA DO NORDESTE S/A;COLUMBIA;901926;13332013000100;Não Classificados;N/A
COMERC ENERGIA S.A.;COMERC PAR;26280;25369840000157;Energia Elétrica;COMR3
COMERCIAL AUTOMOTIVA S/A;COMERCIALSA;902668;45987005000198;Não Classificados;N/A
COMERCIO DE MEDICAMENTOS BRAIR LTDA ;BRAIR;900086;88212113000100;Não Classificados;N/A
COMFRIO SOLUCOES LOGISTICAS S.  A.;COMFRIO;901793;1413969000157;Não Classificados;N/A
COMPANHIA ADMINISTRADORA DE EMPREENDIMENTOS E SERV;CIASERVICOS;901462;7878951000107;Não Classificados;N/A
COMPANHIA AGRICOLA USINA JACAREZINHO;CIAJACAREZIN;904581;61231478000117;Não Classificados;N/A
COMPANHIA AGUAS DE ITAPEMA;AGUASDEITAPE;915876;6220197000150;Não Classificados;N/A
COMPANHIA ASA RENT A CAR LOCAÇÃO DE VEÍCULOS S.A.;ASA RENTCAR;900135;7005206000153;Não Classificados;N/A
COMPANHIA BAUER RJ -  ATIVIDADES AGROPECUARIAS E P;BAUERRJ;900522;8183208000103;Não Classificados;N/A
COMPANHIA BRASILEIRA DE ALUMÍNIO;CBA;25984;61409892000173;Minerais Metálicos;CBAV3
COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM;PREMIUM;901538;9325874000193;Não Classificados;N/A
COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMAS DE ENS;COMPANHIA BR;915439;6267630000103;Não Classificados;N/A
COMPANHIA BRASILEIRA DE PLANOS FUNERARIOS S.A.;P FUNERARIOS;916387;26366052000170;Não Classificados;N/A
COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP;CIABRAVIDROS;901553;10858291000107;Não Classificados;N/A
COMPANHIA CAMINHO AÉREO PÃO DE AÇÚCAR;CAMINHOAEREO;916889;33229410000168;Não Classificados;N/A
COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORT;CAERN;917644;8334385000135;Não Classificados;N/A
COMPANHIA DE DESENVOLVIMENTO  ECONOMICO DE MINAS G;CODEMIG;901637;19791581000155;Não Classificados;N/A
COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA;CEA AMAPA;916502;5965546000109;Não Classificados;N/A
COMPANHIA DE GAS DA BAHIA BAHIAGAS;BAHIAGAS;900424;34432153000120;Não Classificados;N/A
COMPANHIA DE GAS DE MINAS GERAIS GASMIG;GASMIG;25178;22261473000185;Não Classificados;N/A
COMPANHIA DE PARTICIPACOES EM CONCESSOES;CIA PART CON;912394;9367702000182;Não Classificados;N/A
COMPANHIA DO METRO DA BAHIA;METRODABAHIA;905539;18891185000137;Não Classificados;N/A
COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO;METRO-SP;27065;62070362000106;Material de Transporte;N/A
COMPANHIA ENERGETICA CANDEIAS;ENERGCANDEIA;902023;10508162000199;Não Classificados;N/A
COMPANHIA ENERGÉTICA CANOAS;ENERG CANOAS;911297;10618009000114;Não Classificados;N/A
COMPANHIA ENERGETICA DO JARI - CEJA;CEJA;901702;3581989000162;Não Classificados;N/A
COMPANHIA ENERGETICA JAGUARA;JAGUARA;24442;28925264000175;Não Classificado;N/A
COMPANHIA ENERGETICA MIRANDA;MIRANDA;24430;28942127000149;Não Classificado;N/A
COMPANHIA ENERGETICA POTIGUAR;POTIGUAR;906834;9439128000120;Não Classificados;N/A
COMPANHIA ENERGETICA SINOP S.A.;SINOPENERG;2415;19527586000175;Não Classificado;N/A
COMPANHIA FORCA E LUZ DO OESTE;LUZDOOESTE;901777;77882504000107;Não Classificados;N/A
COMPANHIA JAGUARI DE ENERGIA;CIAJAGUARI;902163;53859112000169;Não Classificados;N/A
COMPANHIA LIGNA DE INVESTIMENTOS;CIALIGNA;904862;52947108000190;Não Classificados;N/A
COMPANHIA MELHORAMENTOS  NORTE DO PARANA;CIAPARANA;901991;61082962000121;Não Classificados;N/A
COMPANHIA METALURGICA PRADA;METAL PRADA;917617;56993900000131;Não Classificados;N/A
COMPANHIA METRO NORTE;METRONORTE;905562;7486185000135;Não Classificados;N/A
COMPANHIA NACIONAL DE ALCOOL;CIAALCOOL;902189;60881299000162;Não Classificados;N/A
COMPANHIA NACIONAL DE CIMENTO -  CNC;CIMENTO NAC;912162;7957149000102;Não Classificados;N/A
COMPANHIA NACIONAL DE ENERGIA ELETRICA;COMPNACIONAL;905703;61416244000144;Não Classificados;N/A
COMPANHIA NITRO QUÍMICA BRASILEIRA;CIANITROQUIM;917588;61150348000150;Não Classificados;N/A
COMPANHIA PARANAENSE DE GAS COMPAGAS;COMPAGAS;912519;535681000192;Não Classificados;N/A
Companhia Sec. de Cred. Fin. VERT-Recargapay;RECARGAPAYVE;915686;30545324000176;Não Classificados;N/A
COMPANHIA SEC. DE CRED. IMOB. VERT-7;VERT-7;913913;37368241000106;Não Classificados;N/A
COMPANHIA SEC. DE CREDITOS FINANCEIROS VERT-GYRA;VERTGYRA;910976;32770457000171;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;VERT FINTECH;911388;30219233000140;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;VERT-NEXOOS;911560;30418658000189;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;COMSECREDFIN;914648;39332327000104;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;COMPANHIASEC;914713;40173398000182;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;COMPSECURIT;914861;40885785000141;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V;VERTPARCELEX;916390;35522391000199;Não Classificados;N/A
COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS V;COMPANHIA SE;914457;40020431000134;Não Classificados;N/A
COMPANHIA SULAMERICANA DE DISTRIBUIÇÃO;SULAMERICANA;910364;11517841000197;Não Classificados;N/A
COMPANHIA TRANSIRAPE DE TRANSMISSAO;TRANSIRAPE;908715;7153003000104;Não Classificados;N/A
COMPANHIA TRANSLESTE DE TRANSMISSAO;TRANSLESTE;908699;5974828000164;Não Classificados;N/A
COMPANHIA TRANSUDESTE DE TRANSMISSAO;TRANSUDESTE;908723;7085630000155;Não Classificados;N/A
COMPANHIA ULTRAGAZ S A;ULTRAGAZ;900361;61602199000112;Não Classificados;N/A
COMPASS GAS E ENERGIA S.A.;COMPASS;25127;21389501000181;Gás;PASS3, PASS5, PASS6
COMPLEXO MARACANA ENTRETENIMENTO S.A.;MARACANA;905109;17831131000113;Não Classificados;N/A
COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.;MORRINHOSENE;902494;20829557000147;Não Classificados;N/A
COMPORTE PARTICIPACOES S.A.;COMPORTEPART;902197;5169726000176;Não Classificados;N/A
CONASA COMPANHIA NACIONAL SANEAMENTO;CONASA COMPA;915082;8837556000149;Não Classificados;N/A
CONASA SPE S.A.;CONASA;902072;20220446000139;Não Classificados;N/A
CONC AUTO RAPOSO TAVARES S.A.;CONC RAPOSO;22268;10531501000158;Exploração de Rodovias;N/A
CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A;GRUAIRPORT;23515;15578569000106;Serviços de Apoio e Armazenagem;AGRU-DEB21
CONC ECOVIAS IMIGRANTES S.A.;ECOVIAS;20397;2509491000126;Exploração de Rodovias;N/A
CONC RIO-TERESOPOLIS S.A.;CONC RIO TER;19208;938574000105;Exploração de Rodovias;CRTE3, CRTE5
CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;ECOPISTAS;22411;10841050000155;Exploração de Rodovias;N/A
CONC RODOVIAS DO TIETÊ S.A.;ROD TIETE;22721;10678505000163;Exploração de Rodovias;RDVT-DEB11
CONC ROTA DAS BANDEIRAS S.A.;RT BANDEIRAS;22071;10647979000148;Exploração de Rodovias;N/A
CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;AUTOBAN;20192;2451848000162;Exploração de Rodovias;N/A
CONC. DE CEMITERIOS E SERV. FUNERARIOS SPE SA;FUNERARIASPE;917590;44615216000137;Não Classificados;N/A
CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;CMTRJ;22144;10324624000118;Não Classificado;N/A
CONCESSIONÁRIA ÁGUAS DE JUTURNAÍBA S.A.;JUTURNAÍBASA;913517;2013199000118;Não Classificados;N/A
CONCESSIONARIA ALLEGRA PACAEMBU SPE S/A;ALLEGRA PACA;900107;30262440000188;Não Classificados;N/A
CONCESSIONARIA BAHIA NORTE S/A;BAHIANORTE;901546;12160715000190;Não Classificados;N/A
CONCESSIONÁRIA BLOCO CENTRAL S.A.;CONCESSBCENT;915553;42206269000179;Não Classificados;N/A
CONCESSIONÁRIA BLOCO SUL S.A.;CONCESSBLOCO;915546;42130537000116;Não Classificados;N/A
CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A.;VIA COSTEIRA;26859;36763716000198;Não Classificado;N/A
CONCESSIONARIA DA LINHA 15 DO METRO DE SAO PAULO S;LINHA15METRO;911586;33458409000105;Não Classificados;N/A
CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO SA;LINHA4;902056;7682638000107;Não Classificados;N/A
CONCESSIONARIA DA RODOVIA DOS LAGOS S/A;RODLAGOS;907204;1612234000152;Não Classificados;N/A
CONCESSIONARIA DA RODOVIA MG-050 S.A.;RODOV MG-050;24104;8822767000108;Não Classificado;N/A
CONCESSIONÁRIA DA RODOVIA MS-306 S.A.;ROD MS-306;913848;36128741000108;Não Classificados;N/A
CONCESSIONARIA DAS LINHAS 5 E 17 DO METRO DE SP SA;METROSAOPAUL;904987;29938085000135;Não Classificados;N/A
CONCESSIONÁRIA DAS LINHAS 8 E 9 DO SISTEMA DE TREN;CONCESSIONÁR;914820;42288184000187;Não Classificados;N/A
CONCESSIONÁRIA DAS RODOVIAS DO LESTE MS S.A. ;CRLESTE MS;900007;48851242000115;Não Classificados;N/A
CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;RODSUL;25356;32161500000100;Não Classificado;N/A
CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA CONECTA ARACA;CONCESSIONÁR;917511;39763833000140;Não Classificados;N/A
CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA CONECTA FEIRA;TANCONCESS;917512;39781156000192;Não Classificados;N/A
CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA SA;RODPAULISTA;21849;3207703000183;Não Classificados;N/A
CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. ;CR NOROESTE;917682;49314049000108;Não Classificados;N/A
CONCESSIONÁRIA DE RODOVIAS ROTA DOS GRÃOS S.A;ROTADOSGRAOS;916551;41315638000107;Não Classificados;N/A
CONCESSIONÁRIA DE SANEAMENTO DO AMAPÁ SPE S.A.;CONCSANEAMEN;916254;44109598000127;Não Classificados;N/A
CONCESSIONARIA DO AEROPORTO DA PAMPULHA S.A. ;AEROPAMPULHA;900297;44140908000176;Não Classificados;N/A
CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORI;FLORIANOPOLI;901470;27844178000175;Não Classificados;N/A
CONCESSIONARIA DO RODOANEL OESTE S/A;CONCESRODOES;907212;9387725000159;Não Classificados;N/A
CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO - SP;CONCRIOSP;27421;44319688000142;Transporte Rodoviário;N/A
CONCESSIONARIA DOS AEROPORTOS DA AMAZONIA S/A;CONCESSAEROP;915538;42548035000100;Não Classificados;N/A
CONCESSIONARIA ECOVIA CAMINHO DO MAR S/A;CONCESSIONAR;902932;2221155000183;Não Classificados;N/A
CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;ECAR;26638;15090690000194;Não Classificado;N/A
CONCESSIONARIA ECOVIAS DO CERRADO S.A.;CONCECOVIAS;26581;35593905000105;Não Classificados;N/A
CONCESSIONÁRIA LINHA UNIVERSIDADE S.A;LINHA UNI S.A.;913947;35588161000122;Não Classificados;N/A
CONCESSIONARIA MOVE SAO PAULO S.A.;MOVESP;902007;19368924000173;Não Classificados;N/A
CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;ECOPONTE;24139;22163297000149;Não Classificado;N/A
CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.;RODOVIATAMOI;907444;21581284000127;Não Classificados;N/A
CONCESSIONARIA RODOVIAS DO CAFE SPE;CRCAFE SPE;27588;51742485000120;Material Rodoviário;N/A
CONCESSIONARIA RODOVIAS DO SUL DE MINAS SPE SA;CR SUL MINAS;27596;48127008000140;Não Classificado;N/A
CONCESSIONARIA RODOVIAS DO TRIANGULO SPE SA;RODTRIANG;27537;48127012000108;Exploração de Rodovias;N/A
CONCESSIONARIA ROTA DE SANTA MARIA S.A.;CONCESS ROTA;917638;41886692000102;Não Classificados;N/A
CONCESSIONARIA ROTA DO ATLANTICO S.A.;ATLANTICO;907048;13799190000109;Não Classificados;N/A
CONCESSIONÁRIA ROTA DO OESTE S.A.;ROTA DO OEST;23922;19521322000104;Transporte Rodoviário;N/A
CONCESSIONÁRIA ROTA DOS COQUEIROS S.A.;CONCESROTA D;914895;8533336000121;Não Classificados;N/A
CONCESSIONARIA ROTA SOROCABANA SA;SOROCABANA;900542;58484141000107;Não Classificados;N/A
CONCESSIONARIA SPMAR S.A;SPMAR;908095;9191336000153;Não Classificados;N/A
CONCESSIONARIA VIARIO S.A.;VIARIO;902437;15440708000130;Não Classificados;N/A
CONCESSIONARIA VLT CARIOCA S.A. ;CVLT CARIOCA;900011;18201378000119;Não Classificados;N/A
CONCÓRDIA SANEAMENTO S.A;CONCÓRDIA;900520;57833128000153;Não Classificados;N/A
CONDOR SUPER CENTER LTDA;CONDORSUPERC;917047;76189406000126;Não Classificados;N/A
CONE S.A.;CONE;902114;11860795000124;Não Classificados;N/A
CONFLUENCIA ENERGIA S/A;CONFLUENCIAE;916173;5104205000130;Não Classificados;N/A
CONSAG ENGENHARIA S.A. ;CONSAG;900075;40008239000122;Não Classificados;N/A
CONSERVAS ODERICH S.A.;ODERICH;4693;97191902000194;Alimentos Diversos;ODER3, ODER4
